LShoulderRoll
T,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
Angles,1.3416306233232567,1.270131682681161,1.2406338447935665,1.2222305352893328,1.2161903803887202,1.211215727976052,1.217895535293534,1.2249322111032637,1.22701702053735,1.242604189082143,1.3242530233665186,1.2807430403133202,1.0872378631896746,0.8861802555942875,0.6208987798288192,0.432923658717067,0.29236533139780424,0.19807314344012508,0.1695913815860466,0.1778878870356375,0.2195326844844911,0.25781659345004043,0.26631414271551856,0.2658621737976707,0.2247116964509708,0.20493109392212883,0.17471045321324424,0.16587731549972673,0.11244613068675495,0.020756869461531567,0.025066764903712107,0.03280814928693599,0.04905999626682811,0.06492771043949684,0.08721756528149872,0.09353140010576663,0.09993516444585816,0.1025930115900319,0.10935659838343338,0.12139633415344997,0.1400322674736441,0.19282610425090066,0.23664838181233472,0.2693674639218811,0.3258205180788172,0.4348098800792745,0.6705587552217653,0.8465710593878671,1.0454754055437927,1.1976850068125882,1.297249918015246,1.3956750887410876,1.3979351075305324,1.3651388909956148,1.3369800016564826,1.263385495048767,1.2345878315792689,1.2168323056582173,1.1863266958141896,1.169042711538849,1.1682378104858202,1.1922423645054536,1.2150311710926496,1.229406137346609,1.2436957000442337
Sensors,1.6508392095565796,1.5183559656143188,1.3983553647994995,1.3273169994354248,1.2814788818359375,1.2427492141723633,1.2310326099395752,1.2271723747253418,1.226796269416809,1.2306303977966309,1.2718364000320435,1.2835347652435303,1.2591348886489868,1.1749690771102905,1.0533547401428223,0.8412950038909912,0.6899808645248413,0.4627874493598938,0.34278541803359985,0.25002893805503845,0.22714684903621674,0.23311875760555267,0.24559053778648376,0.25423571467399597,0.2433764934539795,0.2307451367378235,0.2125883400440216,0.19446876645088196,0.16560478508472443,0.12114514410495758,0.06585928797721863,0.05048646032810211,0.0474332831799984,0.05192865803837776,0.06276902556419373,0.07915220409631729,0.08676287531852722,0.09527552127838135,0.09998968988656998,0.10683580487966537,0.11745879054069519,0.1524231731891632,0.19360071420669556,0.21963661909103394,0.25419163703918457,0.31060510873794556,0.4333461821079254,0.5817981362342834,0.7615090012550354,0.8783265948295593,0.9583273530006409,1.0783274173736572,1.1983288526535034,1.2687629461288452,1.2960913181304932,1.2957000732421875,1.2654067277908325,1.2481274604797363,1.2176845073699951,1.192791223526001,1.1825666427612305,1.1822751760482788,1.1974929571151733,1.2083511352539062,1.2206742763519287
No Sens,1.624724268913269,1.4783557653427124,1.3605022430419922,1.3020962476730347,1.2658096551895142,1.235181212425232,1.2278797626495361,1.2266347408294678,1.2268491983413696,1.233504056930542,1.2844164371490479,1.2828646898269653,1.2191345691680908,1.1181700229644775,0.9834873080253601,0.7665649056434631,0.6133877038955688,0.42278650403022766,0.30278581380844116,0.23271508514881134,0.22531944513320923,0.23904623091220856,0.25056421756744385,0.2570260763168335,0.2388969361782074,0.2245497703552246,0.20349764823913574,0.1876068115234375,0.15284670889377594,0.07874114066362381,0.056069083511829376,0.04624366760253906,0.047823693603277206,0.05504843220114708,0.06863667070865631,0.08260320872068405,0.08992422372102737,0.09703171998262405,0.1022377461194992,0.11033032834529877,0.12287642061710358,0.16211988031864166,0.20393215119838715,0.2315720170736313,0.27138257026672363,0.34041425585746765,0.47334548830986023,0.6217981576919556,0.8015096783638,0.9183273315429688,1.0383273363113403,1.1183273792266846,1.238328456878662,1.2831790447235107,1.3059046268463135,1.2879445552825928,1.2580101490020752,1.2406165599822998,1.2101585865020752,1.187091588973999,1.1791276931762695,1.1846673488616943,1.2017021179199219,1.2134042978286743,1.2261993885040283

LElbowYaw
T,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
Angles,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966,-1.5707963267948966
Sensors,-1.4949100017547607,-1.5371730327606201,-1.5556666851043701,-1.561953067779541,-1.565362811088562,-1.5682578086853027,-1.569330096244812,-1.5699495077133179,-1.5704246759414673,-1.5705816745758057,-1.5707021951675415,-1.5707420110702515,-1.5707648992538452,-1.5707781314849854,-1.5707858800888062,-1.5707917213439941,-1.570793628692627,-1.5707951784133911,-1.5707957744598389,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5744267702102661,-1.5765020847320557,-1.5778629779815674,-1.5764164924621582,-1.576248288154602,-1.5763887166976929,-1.5757337808609009,-1.5752642154693604,-1.5742130279541016,-1.5727697610855103,-1.5716626644134521,-1.5712966918945312,-1.5710853338241577
No Sens,-1.5134685039520264,-1.544999361038208,-1.5592632293701172,-1.5640652179718018,-1.5664012432098389,-1.5688670873641968,-1.569682002067566,-1.570152759552002,-1.5705138444900513,-1.5706331729888916,-1.5707248449325562,-1.5707550048828125,-1.570772409439087,-1.5707825422286987,-1.5707883834838867,-1.5707927942276,-1.5707943439483643,-1.5707954168319702,-1.5707958936691284,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5707961320877075,-1.5754064321517944,-1.5771578550338745,-1.5781912803649902,-1.5750676393508911,-1.576393961906433,-1.5762832164764404,-1.575644850730896,-1.5750080347061157,-1.5733929872512817,-1.572296142578125,-1.5714547634124756,-1.5711766481399536,-1.5710159540176392

RElbowYaw
T,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
Angles,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,0.0,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,0.0,-1.5707963267948966,0.0,0.0,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966,1.5707963267948966
Sensors,1.4671452045440674,1.5225918292999268,1.5506813526153564,1.5591779947280884,1.564085602760315,1.5678505897521973,1.5690948963165283,1.56981360912323,1.570365071296692,1.5705472230911255,1.5706870555877686,1.5707331895828247,1.570759892463684,1.5680420398712158,1.5382808446884155,1.427479863166809,1.440077781677246,1.5109316110610962,1.544517159461975,1.559260368347168,1.5657323598861694,1.567871332168579,1.569106936454773,1.569820523262024,1.5703680515289307,1.5705488920211792,1.5706534385681152,1.5707138776779175,1.5707601308822632,1.5707753896713257,1.5707870721817017,1.5707910060882568,1.5707939863204956,1.5707950592041016,1.5707956552505493,1.570796012878418,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5680630207061768,1.511884331703186,1.3802345991134644,1.1899064779281616,1.0509883165359497,0.9685866832733154,1.0275100469589233,1.2118325233459473,1.3211729526519775,1.401172399520874,1.4722821712493896,1.5275509357452393,1.5458178520202637,1.5598313808441162,1.5659829378128052,1.5680161714553833,1.569190502166748,1.5700913667678833,1.5703891515731812,1.570561170578003
No Sens,1.4903943538665771,1.5359710454940796,1.5555089712142944,1.5619664192199707,1.5656962394714355,1.568557620048523,1.5695033073425293,1.570049524307251,1.570468544960022,1.57060706615448,1.5707132816314697,1.5707483291625977,1.5707685947418213,1.5581473112106323,1.5068774223327637,1.4218205213546753,1.4671523571014404,1.5252991914749146,1.5508241653442383,1.5620290040969849,1.5669476985931396,1.5685733556747437,1.5695123672485352,1.5700547695159912,1.5704708099365234,1.5706082582473755,1.5706877708435059,1.570733666419983,1.5707688331604004,1.5707842111587524,1.5707893371582031,1.570792317390442,1.5707945823669434,1.5707954168319702,1.5707957744598389,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5707961320877075,1.5581632852554321,1.4758126735687256,1.3222585916519165,1.1171600818634033,0.9981845021247864,0.9861928820610046,1.081351399421692,1.281172275543213,1.361173152923584,1.4411723613739014,1.4959255456924438,1.537929892539978,1.5518126487731934,1.5624629259109497,1.5671381950378418,1.568683385848999,1.5695759057998657,1.5702605247497559,1.5704869031906128,1.57061767578125

HipRoll
T,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
Angles,0.02313689200628891,0.024178868524092324,0.026451185180169607,0.028336085229814387,0.028347602468958438,0.027404003482762274,0.0269653046401231,0.027480346482124458,0.02748538735660874,0.026986919360591943,0.02017299570462144,0.018983932072876533,0.019791420610224632,0.021470602672346295,0.02167682707012452,0.02266336089694756,0.03550375962901589,0.0594853495382041,0.07602734578701689,0.08202161395609145,0.0828020368745785,0.08266312546968153,0.08444873895747557,0.08852318874720491,0.0947642030636856,0.09839003436657318,0.09925958827677756,0.1007910297611312,0.10581352335719059,0.11606417049006475,0.11888865282463153,0.11954025971996166,0.12157295440373546,0.12180626003804373,0.11923357973425583,0.11968140709584273,0.11906506708845639,0.11739987434289824,0.11636879621347425,0.11395992151177328,0.11661520933024792,0.11032956189590361,0.1090100594247718,0.10876103351511994,0.1111262744989109,0.11204141256564505,0.10939950622984619,0.11006625840064584,0.08563100004583866,0.07479210639662202,0.07324068038691381,0.07107919476707167,0.06391269682372105,0.058800317169337486,0.050442659406801996,0.0461281645330557,0.041956569682706626,0.03741804629340252,0.036123230660882015,0.034452582468318865,0.0318477727084179,0.02781315642116914,0.025929997958996236,0.02220545961746483,0.017988880465990533
Sensors,0.0036779192741960287,0.011709339916706085,0.017426131293177605,0.020357539877295494,0.02269452065229416,0.02470855973660946,0.02542482502758503,0.02595757134258747,0.026575962081551552,0.02676190808415413,0.02485877089202404,0.02330334112048149,0.022167515009641647,0.021739032119512558,0.02169325202703476,0.021843448281288147,0.024124735966324806,0.03575357794761658,0.050188008695840836,0.062387265264987946,0.07055233418941498,0.07410232722759247,0.07689175754785538,0.07975126057863235,0.08513161540031433,0.08851694315671921,0.09154482930898666,0.09404623508453369,0.09757110476493835,0.10161308944225311,0.10790357738733292,0.11122225970029831,0.11518702656030655,0.11708628386259079,0.1180587187409401,0.11866573989391327,0.11886392533779144,0.11845804005861282,0.1179855465888977,0.11712939292192459,0.11662387102842331,0.11478067934513092,0.11259523779153824,0.11151018738746643,0.11108158528804779,0.11124014854431152,0.11079152673482895,0.1104239821434021,0.10312769562005997,0.09630244970321655,0.0871339812874794,0.08273900300264359,0.07591782510280609,0.07160431891679764,0.06652818620204926,0.06113438308238983,0.05383403226733208,0.04964897781610489,0.044314946979284286,0.04051470384001732,0.038332849740982056,0.035793401300907135,0.03200923278927803,0.029644379392266273,0.02679682895541191
No Sens,0.006771428044885397,0.013691699132323265,0.018849380314350128,0.021625937893986702,0.023593226447701454,0.025133632123470306,0.025669725611805916,0.02619965746998787,0.02671937644481659,0.02679767645895481,0.024119826033711433,0.022616660222411156,0.021789774298667908,0.021696357056498528,0.021690640598535538,0.02197379432618618,0.025933729484677315,0.03949607536196709,0.05426286906003952,0.06548359990119934,0.0724841058254242,0.07546328753232956,0.07809313386678696,0.08114579319953918,0.08665066957473755,0.09008652716875076,0.09277129173278809,0.09511850029230118,0.09888145327568054,0.10582710802555084,0.10964993387460709,0.11254462599754333,0.11619408428668976,0.11783663928508759,0.11824548989534378,0.11882590502500534,0.11889590322971344,0.11829116195440292,0.11772851645946503,0.11662551760673523,0.11662249267101288,0.11407873779535294,0.11202985048294067,0.11107313632965088,0.11108868569135666,0.11136753112077713,0.11057200282812119,0.11036756634712219,0.10036846995353699,0.09288281947374344,0.0849430114030838,0.0808853730559349,0.07402461767196655,0.06956879049539566,0.06397096812725067,0.0587487518787384,0.05196095630526543,0.0477045513689518,0.04302311688661575,0.03955870494246483,0.03730187937617302,0.03452473133802414,0.031050536781549454,0.028461767360568047,0.025396574288606644

HipPitch
T,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
Angles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensors,-0.029304899275302887,-0.01628890633583069,-0.0094823706895113,-0.006791292689740658,-0.0049485922791063786,-0.003168232273310423,-0.0023935986682772636,-0.0018236339092254639,-0.001229669083841145,-0.0009534807177260518,-0.000654348055832088,-0.0005116485408507288,-0.000400279532186687,-0.00031362249865196645,-0.0002460022224113345,-0.00017141348507720977,-0.00013468627003021538,-9.387481259182096e-05,-6.55671174172312e-05,-4.5813114411430433e-05,-3.201799336238764e-05,-2.523003058740869e-05,-1.9851999240927398e-05,-1.562105717312079e-05,-1.0903785550908651e-05,-8.593383427069057e-06,-6.762556040484924e-06,-5.321727712725988e-06,-3.721274651979911e-06,-2.5985866614064435e-06,-2.048238911811495e-06,-1.6121025510074105e-06,-1.1255971230639261e-06,-8.874209243003861e-07,-6.982516538300843e-07,-4.873746775047039e-07,-3.8398368928938e-07,-2.678055750493513e-07,-2.1068892408493411e-07,-1.654750008128758e-07,-1.30088267269457e-07,-9.034572201471747e-08,-6.285134190875397e-08,-4.9085432607398616e-08,-3.8514329503414046e-08,-2.983405167356068e-08,-2.0480031892589068e-08,-1.3840846690982289e-08,-8.743218593565416e-09,-6.009019060115861e-09,-3.459925013160614e-09,-2.3892365863531495e-09,-1.0497160918276904e-09,-2.1482121637106388e-11,5.565404803675733e-10,6.36807884202284e-10,6.279760600413908e-10,7.511776756174982e-10,9.755705132619141e-10,9.572140857727618e-10,1.1960340495775768e-09,1.1276010125627067e-09,7.190069650775399e-10,8.659257755283534e-10,7.668098933599765e-10
No Sens,-0.024025503545999527,-0.013527479954063892,-0.008009470999240875,-0.005784806329756975,-0.004250046797096729,-0.0027518747374415398,-0.002087016124278307,-0.0015965462662279606,-0.0010829586535692215,-0.0008403250831179321,-0.0005788765265606344,-0.00045245327055454254,-0.0003542543272487819,-0.00027772883186116815,-0.0002179455041186884,-0.00015193552826531231,-0.00011940701369894668,-8.337027975358069e-05,-5.823860192322172e-05,-4.0696300857234746e-05,-2.8443750125006773e-05,-2.2379857909982093e-05,-1.7609629139769822e-05,-1.3856802979717031e-05,-9.687106285127811e-06,-7.6231840466789436e-06,-5.9989115470671095e-06,-4.194372195343021e-06,-3.3013759548339294e-06,-2.3086104192771018e-06,-1.8172178215536405e-06,-1.4300983366410946e-06,-1.0001982673202292e-06,-7.871826142036298e-07,-6.193114927555143e-07,-4.329381226853002e-07,-3.4052808928208833e-07,-2.3780960134445195e-07,-1.8686583302951476e-07,-1.4669926429178304e-07,-1.1520531728592687e-07,-8.021626740628562e-08,-5.562257499036605e-08,-4.346921755882249e-08,-3.3887239681007486e-08,-2.6441050238190655e-08,-1.7916725880695594e-08,-1.2259363302291604e-08,-7.3623467322647684e-09,-5.014691328852905e-09,-2.884183336604451e-09,-1.9469399425986467e-09,-4.2532605215583885e-10,2.7248148182223986e-10,5.731935481811945e-10,6.224248338959626e-10,7.945805124975891e-10,7.040001359648329e-10,1.2917893421615645e-09,1.0883177692377899e-09,1.2559806528145145e-09,1.049966336097441e-09,6.991496825925481e-10,8.255484629238197e-10,7.295121173811481e-10

